year,day,participant,input,language,mean,stddev,median,user,system,min,max
2024,6,kcen,input-kcen,nim,0.24345370054333335,0.0049908489500758305,0.24371194446,0.24092178999999994,0.0025377900000000003,0.23535530946000002,0.25061622946000006
2024,6,lanjian,input-kcen,rust,0.04364388628089553,0.0010919158729214653,0.04344256246000001,0.04222524149253732,0.0014400020895522386,0.04206497346,0.04679093346
2024,6,mattcl,input-kcen,rust,0.0020947185999999995,0.0002461765234570662,0.00209385096,0.0051362314999999995,0.003711942999999999,0.0015881434600000005,0.0030770224600000008
2024,6,mattcl-py,input-kcen,python,0.06054728666833336,0.0009241550114252602,0.060394292960000005,0.18814179,0.05351610083333335,0.05901318146000001,0.06425523846
2024,6,mikofo,input-kcen,python,1.68199404846,0.04044644646972139,1.68924486346,24.53363154,0.17841758,1.63841261146,1.71832467046
2024,6,kcen,input-lanjian,nim,0.20940766310285716,0.00338546844647465,0.20932345646,0.20731768285714283,0.002082372857142857,0.20280924346,0.21554723646
2024,6,lanjian,input-lanjian,rust,0.040777552227123294,0.0011896624233323676,0.04055020646,0.039758170136986286,0.0010408454794520548,0.03903998846000001,0.04646443246
2024,6,mattcl,input-lanjian,rust,0.002013303915000001,0.00021903565642150127,0.0020079399600000003,0.0047194004000000005,0.002992018500000001,0.0015491604600000003,0.0028140194600000004
2024,6,mattcl-py,input-lanjian,python,0.058395888680000035,0.0006714790668196221,0.058300031460000006,0.15944127999999996,0.06106598,0.05719015746000001,0.06010227146000001
2024,6,mikofo,input-lanjian,python,1.5037726341266666,0.01268235421499914,1.50131875646,20.717658873333335,0.13695824666666664,1.4924965344599999,1.5175026114599999
2024,6,kcen,input-mattcl,nim,0.20043979432666664,0.0027983549527901904,0.19914257646,0.19943973999999998,0.00107526,0.19632378846,0.20543224546
2024,6,lanjian,input-mattcl,rust,0.037480452075384633,0.0009676892784274075,0.03721391896000001,0.03625571948717948,0.0012547441025641025,0.035909175460000005,0.040438156460000006
2024,6,mattcl,input-mattcl,rust,0.0019926372349999984,0.00023030410582526372,0.0019699984600000005,0.004508396600000001,0.0029727506,0.0015104174600000003,0.0027636754600000005
2024,6,mattcl-py,input-mattcl,python,0.057675994009019606,0.0006265823763356046,0.05774767246,0.16231026549019603,0.052027815294117624,0.05650741846000001,0.05920356846000001
2024,6,mikofo,input-mattcl,python,1.3614826434599998,0.023921237704700404,1.36645854246,19.38285120666667,0.15900358,1.33546479946,1.38252458846
2024,6,kcen,input-mikofo,nim,0.29336751546000006,0.008131430595266576,0.2918082899600001,0.29125624000000006,0.002114648,0.28425425346000005,0.30764005746000006
2024,6,lanjian,input-mikofo,rust,0.06085814427632654,0.0013018957777157863,0.06050160946000001,0.059515968571428574,0.0013185408163265307,0.05945422846000001,0.06571421146
2024,6,mattcl,input-mikofo,rust,0.002216137374999999,0.00017056720103228432,0.0021958364600000004,0.006908741099999997,0.004395945599999999,0.0017958224600000002,0.00296853846
2024,6,mattcl-py,input-mikofo,python,0.06480613530782607,0.0008207908582905458,0.06490258646,0.22032890956521733,0.06099453652173912,0.06290919846,0.06734028646
2024,6,mikofo,input-mikofo,python,2.057366398793333,0.04135347365487212,2.08114272446,30.003744873333332,0.19664024666666666,2.00961565746,2.08134081446
