year,day,participant,input,language,mean,stddev,median,user,system,min,max
2023,10,kcen,input-kcen,python,0.05077490040965516,0.0011996272795543586,0.05043896172000001,0.047897519310344805,0.002743553448275861,0.048837230720000006,0.053813536720000006
2023,10,lanjian,input-kcen,rust,0.003177302424999998,0.00019702943512135227,0.00315465672,0.002574183599999999,0.0005250542,0.0024567317200000004,0.00491372572
2023,10,mattcl,input-kcen,rust,0.0015301921550000003,0.00018208115868316194,0.0015713857200000002,0.0013862299999999996,0.00010795290000000001,0.00108633872,0.00195444272
2023,10,mattcl-py,input-kcen,python,0.02566257130119658,0.000854151764503072,0.025436668720000003,0.02305136222222222,0.002512289743589744,0.024516206720000003,0.029390411720000002
2023,10,mattcl-ts,input-kcen,typescript (bun),0.017124191601656805,0.00038292809159388644,0.017075280720000002,0.020057251597633132,0.010693058579881657,0.016001151720000002,0.018399757720000003
2023,10,pting,input-kcen,python,0.026962297739047635,0.0007486838539252883,0.026790649720000004,0.022403349523809523,0.004426242095238095,0.025778977720000002,0.029801110720000003
2023,10,kcen,input-lanjian,python,0.04847144009096773,0.001107488545721328,0.048309824720000005,0.04529943032258066,0.003039877419354839,0.046727244720000005,0.05135865672000001
2023,10,lanjian,input-lanjian,rust,0.0031868794099999998,0.0001976453530226327,0.00315682622,0.002499155,0.0006147168,0.0026025437200000003,0.0047450507199999995
2023,10,mattcl,input-lanjian,rust,0.0014472773199999999,0.00019351009077668793,0.0014597722200000002,0.0012192542999999996,0.0002471292,0.00087336072,0.00205301572
2023,10,mattcl-py,input-lanjian,python,0.026343436614736843,0.0007355108366749652,0.026172208720000003,0.023205201403508756,0.0030356994736842106,0.025136797720000003,0.02988518772
2023,10,mattcl-ts,input-lanjian,typescript (bun),0.017271554340689655,0.00046102818886516536,0.01728717722,0.020197869080459768,0.010634147931034477,0.01585289472,0.01877432872
2023,10,pting,input-lanjian,python,0.027270872810909088,0.0007466590912981597,0.02712525072,0.023725385454545455,0.0034332276363636355,0.02610016872,0.03020431372
2023,10,kcen,input-mattcl,python,0.05068238052,0.001301112203081093,0.05039546072000001,0.04692987333333333,0.0036143206666666666,0.04863934072,0.05493597572
2023,10,lanjian,input-mattcl,rust,0.00316789486,0.00014251527220261455,0.00315340472,0.002650245,0.00045217580000000003,0.0025152607200000002,0.00387774972
2023,10,mattcl,input-mattcl,rust,0.0015158237050000001,0.00019051779016873642,0.00158841772,0.0012313143000000008,0.0002794780999999999,0.0007980797200000001,0.00233762872
2023,10,mattcl-py,input-mattcl,python,0.025981046933675214,0.0009903011186083131,0.02572830372,0.023296302393162393,0.0025781858119658116,0.024780841720000002,0.03023706572
2023,10,mattcl-ts,input-mattcl,typescript (bun),0.01706626934857144,0.00044542626428329595,0.01708176272,0.01949369919999999,0.01098342617142857,0.01603353272,0.01855281472
2023,10,pting,input-mattcl,python,0.027071539413693706,0.0007386773504270108,0.026958774720000002,0.022715635495495493,0.0042169095495495496,0.025769179720000004,0.02983875172
2023,10,kcen,input-pting,python,0.048104538020000004,0.00431680429570753,0.04735290022,0.04452073999999998,0.0034853873333333327,0.046238410720000005,0.08043849071999999
2023,10,lanjian,input-pting,rust,0.0031719216650000015,0.0002621918558338722,0.00315900472,0.0025960893000000003,0.000515243,0.00244460872,0.00567552172
2023,10,mattcl,input-pting,rust,0.0014493625649999995,0.0002003791863389265,0.00148673772,0.00130948,0.00016400239999999995,0.0008655357200000001,0.0017707187200000003
2023,10,mattcl-py,input-pting,python,0.026379017371785708,0.0010576799528688031,0.02613114172,0.0234409167857143,0.0028230683928571433,0.02511170072,0.03195136272
2023,10,mattcl-ts,input-pting,typescript (bun),0.017033313345730994,0.0004646286046596157,0.01707409872,0.019962444093567244,0.010275331812865498,0.01600331572,0.018779677720000002
2023,10,pting,input-pting,python,0.027376415399245284,0.0009270658660682872,0.02708616322,0.02388999849056604,0.0033643749056603764,0.026152696720000004,0.030186110720000003
