year,day,participant,input,language,mean,stddev,median,user,system,min,max
2024,10,kcen,input-kcen,nim,0.0015444111250000002,0.0002379889495623102,0.0014699194199999997,0.0011070247999999997,0.0004788441999999998,0.00096523092,0.00275339492
2024,10,lanjian,input-kcen,rust,0.0014438702199999994,0.00017943618435350977,0.00143796442,0.0028912347000000006,0.0017762343999999989,0.0010091219199999998,0.00240174792
2024,10,mattcl,input-kcen,rust,0.0014474538950000012,0.00014116952097822133,0.0014266839199999998,0.0010889399999999998,0.0004301631999999998,0.0010099839199999997,0.00236824492
2024,10,mattcl-py,input-kcen,python,0.01862668459785235,0.0005254023943137279,0.01858750792,0.013487926040268461,0.005046533154362417,0.01733734892,0.02104568692
2024,10,kcen,input-lanjian,nim,0.001533087225,0.000276894424525229,0.0014487644199999998,0.0011256950000000001,0.00046620859999999984,0.0009300249199999999,0.0027306729199999998
2024,10,lanjian,input-lanjian,rust,0.001468049195,0.00020142181461219074,0.0014826839199999996,0.003054804399999999,0.0018907715999999998,0.0009926219199999997,0.00240149792
2024,10,mattcl,input-lanjian,rust,0.00150674009,0.000235459380459503,0.0014360759199999998,0.0010427897,0.0005105006000000001,0.0009565939199999998,0.00268868392
2024,10,mattcl-py,input-lanjian,python,0.019026119112052993,0.0006051735563617293,0.01890800792,0.013896549801324497,0.0049939298013245035,0.01820859892,0.02222803792
2024,10,kcen,input-mattcl,nim,0.0016330606949999996,0.0003640201682172969,0.0014743329199999999,0.0011987850000000002,0.0004599076,0.0009825829199999999,0.0036080749199999995
2024,10,lanjian,input-mattcl,rust,0.0014408709849999992,0.00017345997017171027,0.00144806842,0.0032095647000000022,0.0017210522000000001,0.0010368339199999998,0.00241591392
2024,10,mattcl,input-mattcl,rust,0.0015808220499999995,0.00032886373963382276,0.0014624354199999998,0.0010936500000000003,0.0004965686000000002,0.0008496839199999999,0.00282945792
2024,10,mattcl-py,input-mattcl,python,0.01914452654745097,0.0007334198858790153,0.01900670292,0.01372664745098039,0.005322151372549021,0.01768083192,0.02210536992
